index,name,type,breakfast,main_dish,calories,carbs,fats,proteins,saturated_fats,sugar,value_ser1,value_ser2,avg_val
1136,Noodle Salad with Mango and Gingered Cucumber,Main dishes,0,0,159.00454003181997,30.54832667278,3.7977200007599987,1.2159366669099998,0.28316333339,4.17,0,0,0
1137,Braised Potato Salad with White Beans,Main dishes,0,0,223.8738525,28.6894125,9.45063,7.353168749999999,4.1949225,0.69,0,0,0
1138,Paleo Bacon-Wrapped Pears,Main dishes,1,0,165.6324,17.8198,9.688299999999998,3.4472,3.2248,8.24,0,0,0
1139,Spicy Plantain Salad,Main dishes,0,0,245.2281,63.4607,0.831,3.1301,0.2493,10.81,0,0,0
1140,Simple Vegan Date Bars,Main dishes,0,0,231.47754239023502,25.058388409510002,14.980676454795999,3.2885737500550003,4.7725086818980005,33.72,0,0,0
1141,Zucchini and Ham Pinwheels,Main dishes,0,0,86.89416663992998,4.333333332,4.9074999984900005,6.619166664630001,2.24249999931,2.32,0,0,0
1142,Grilled Eggplant Parmigiana Heros,Main dishes,0,0,608.7363870360499,48.711289943809994,37.7558918243,23.21058923625,12.007611498220001,2.65,0,0,0
1143,Vegan Cottage Cheeze,Main dishes,0,0,167.65324744999995,16.784092899999994,6.5152309499999985,10.939153199999998,1.0992776499999997,2.09,0,0,0
1144,Cucumber Avocado Soup Soupe Glacée à L'avocat,Main dishes,0,0,114.71657415,10.5348554,7.801127099999999,2.667052,1.10015895,1.28,0,0,0
1145,"Fig, Date, and Cashew Smoothie",Main dishes,1,0,347.56052000000005,63.38180000000001,10.47532,6.1547600000000005,1.4673600000000002,8.69,0,0,0
1146,Vegan Spanish Beans with Tomatoes,Main dishes,0,0,235.49596000000003,40.42627750000001,4.165612500000001,11.822405000000002,0.5950875,1.69,0,0,0
1147,Tofu and Veggies in Peanut Sauce,Main dishes,0,0,345.22375305,20.3617227,23.47487865,17.58512415,4.038688799999999,4.41,0,0,0
1148,Strawberry Kiwi Peanut Butter Breakfast Smoothie,Main dishes,1,0,836.0294999999999,101.64625,30.1885,49.7325,7.24175,7.8,0,0,0
1149,Broccoli with Toasted Garlic Crumbs,Main dishes,0,0,195.40414962989,16.914413754029994,13.067049169779999,4.952607501179999,1.83274458377,1.92,0,0,0
1150,Low Fat Raspberry Corn Muffins,Main dishes,0,0,317.841025,63.15347500000001,5.0139000000000005,6.4995,0.6963750000000001,19.11,0,0,0
1151,Roasted Blueberry Quinoa Parfaits with Coconut Granola,Main dishes,1,0,712.9387621411499,69.91691175567,43.03527725349,20.38729466832,36.828661336319996,8.89,0,0,0
1152,Curried Lentil Soup,Main dishes,0,0,297.79589080438006,36.95878082974001,12.891003332079999,12.548157498780002,3.5655966663200007,0.65,0,0,0
1153,Cottage Cheese & Honeydew Melon,Main dishes,0,0,194.58115,14.18395,2.42165,28.46225,1.47815,4.23,0,0,0
1154,Easy Breadsticks,Main dishes,1,0,59.605083330478,8.184988094846,2.182928571324,1.8230833332460001,1.18291666661,1.68,0,0,0
1155,Spicy Red-Pepper and Eggplant Confit,Main dishes,0,0,844.23758396526,40.09763999835,73.22882133031999,6.9664586663799986,10.12566666625,2.21,0,0,0
1156,"Tofu ""Ricotta"" and Celery",Main dishes,0,0,133.8183,9.1963875,6.492987499999999,10.186025,0.917225,1.58,0,0,0
1157,Healthy Fruit Salad,Main dishes,1,0,137.30166,34.77438,0.5169900000000001,1.57818,0.08163,10.45,0,0,0
1158,"Toast with Tomato, Onion, & Hummus",Main dishes,0,0,188.0658,24.154200000000003,7.0146000000000015,9.0234,1.1016,2.02,0,0,0
1159,Balsamic Maple Roasted Brussel Sprouts,Main dishes,0,0,122.8747575,15.2174925,5.482672499999999,5.96121,1.1484899999999998,4.48,0,0,0
1160,Aloo Tikki ,Main dishes,0,0,288.06259063372,54.49990332709999,5.3042686660600005,7.082072999189999,0.7868969999100001,1.56,0,0,0
1161,Steamed Artichokes,Main dishes,0,0,66.03264,15.63403,0.27226999999999996,4.470960000000002,0.04299,0.89,0,0,0
1162,Apple Pie Kefir Smoothie,Main dishes,0,0,409.62952,78.14628,3.06456,21.834989999999998,1.7876600000000002,4.66,0,0,0
1163,"Roast Pumpkin, Sweet Potato, and Garlic Soup",Main dishes,1,0,106.09079084542999,14.646317501669998,6.109940834029999,2.2510308335900002,3.2157583337,1.39,0,0,0
1164,Steaming Mocha Cocoa,Main dishes,1,0,174.89759999999995,29.295679999999997,3.10752,9.48192,1.96544,9.65,0,0,0
1165,Mexican Chocolate Pot De Crème ,Main dishes,0,0,332.347014375,15.231525,29.045221875,4.4398275,21.85885875,7.64,0,0,0
1166,"Raw Zucchini, Cucumber, and Celery Soup",Main dishes,0,0,200.89006375,8.634317499999998,18.250982500000006,2.68853,7.884631249999997,2.22,0,0,0
1167,"Avocado, Coconut & Lime Popsicles",Main dishes,0,0,248.68366672915002,10.0826666692,24.11880000606,2.74620000069,14.10246667021,2.3,0,0,0
1168,Garlic Roasted Peas,Main dishes,0,0,248.70275499999997,37.048477500000004,5.580754999999999,14.117652499999998,0.77357,4.86,0,0,0
1169,"Chickpea, Walnut, & Cucumber Yogurt",Main dishes,0,0,286.76231830467015,37.55022332958,7.6701166659,20.542573331279996,0.6336183332700001,4.63,0,0,0
1170,Yogurt & Applesauce,Main dishes,0,0,185.00253335102002,21.896266668760003,0.9762666667600002,23.290933335560002,0.27893333336000004,5.4,0,0,0
1171,Yogurt with Carrots & Cucumber,Main dishes,0,0,170.20080001584,16.010050001489994,1.2894000001200001,24.212066668920002,0.28653333336,3.16,0,0,0
1172,Sriracha Popcorn,Main dishes,0,0,282.34731000000005,36.24138000000001,12.9654,4.26006,7.501410000000001,0.28,0,0,0
1173,Yogurt with Papaya,Main dishes,0,0,193.93000001763,23.32000000212,1.2466666667800002,23.76000000216,0.3666666667,4.99,0,0,0
1174,Wilted Watercress with Garlic,Main dishes,0,0,43.7060375,2.177525,3.5908875,1.501275,0.2502125,0.27,0,0,0
1175,Tsatsiki,Main dishes,0,0,1759.9580500892707,216.07640001096004,73.6026666704,59.210716669670006,8.01743333374,3.5,0,0,0
1176,Minted Pea Soup,Main dishes,0,0,235.87485,19.242,14.78427,8.20992,8.81925,2.41,0,0,0
1177,Cuban Green Soup,Main dishes,0,0,376.27021125,58.61824875,7.02254625,22.3411575,2.4014925000000003,0.43,0,0,0
1178,Cold Green Bean Salad,Main dishes,0,0,81.11312500000003,10.095625,4.330675,1.127925,0.570925,4.74,0,0,0
1179,Summer Cocktail,Main dishes,0,0,196.626645,0.8642024999999999,0.0,0.0411525,0.0,0.03,0,0,0
1180,Cinnamon-Raisin Peanut Butter Sandwich,Main dishes,0,0,395.1185975,48.15281625000001,18.135476250000004,15.041583750000004,2.88543875,12.56,0,0,0
1181,Meditteranean Salad,Main dishes,0,0,103.2774,17.09281,1.941455,5.6442299999999985,0.36027,1.35,0,0,0
1182,Buttermilk Cole Slaw,Main dishes,0,0,142.80209609204,20.267181663960002,5.8571822214400004,4.159930555,1.03166277764,3.36,0,0,0
1183,Zucchini with Thyme ,Main dishes,0,0,110.25942749999999,4.8384225,10.054215,1.6038225,2.85723,2.38,0,0,0
1184,Maple Baked Apples,Main dishes,0,0,447.908945,79.95672625,15.47447875,4.7274375000000015,4.25469375,20.68,0,0,0
1185,Stir Fried Okra and Green Beans,Main dishes,0,0,125.34975799999998,12.970394,7.9481100000000025,4.354182,1.0827859999999998,2.09,0,0,0
1186,Caramelized Banana with Rum Sauce,Main dishes,0,0,474.72124349999984,55.81270379999999,21.2495514,6.865641299999999,8.927944199999997,10.56,0,0,0
1187,Asparagus Bundles,Main dishes,0,0,314.77025411654995,18.465404997060002,25.06019249601,6.9088249988999975,12.959280831269998,7.1,0,0,0
1188,Vegan Tomato-Tumeric Cabbage Stew,Main dishes,0,0,185.2728725,32.82464125,4.849605,7.6336375,0.6286525000000001,3.27,0,0,0
1189,Apple-Orange Almond Spread,Main dishes,0,0,276.00660300000004,42.62546850000001,10.2486135,7.814263500000001,0.925053,9.15,0,0,0
1190,Rice Cake with Salmon & Dill Spread,Main dishes,0,0,279.3851445,12.023748,14.118795,24.6699375,4.3570905,1.27,0,0,0
1191,Candied Bacon,Main dishes,0,0,136.377056,11.08072,9.002664,2.876272,3.0143599999999995,32.36,0,0,0
1192,Sweet Millet,Main dishes,1,0,1252.253244,200.03082,39.537079999999996,32.433808,4.154744,5.79,0,0,0
1193,Carrot Avocado Salad,Main dishes,0,0,203.88011625,16.492786875,15.723498750000005,2.0451806250000004,2.1765225,3.47,0,0,0
1194,Date Wraps,Main dishes,0,0,353.48951625,73.23775875000003,6.389077500000001,11.739601250000002,2.4977875000000003,48.54,0,0,0
1195,Peanut Butter Mouse,Main dishes,1,0,269.2878,6.734850000000002,26.45265,5.37195,15.49635,2.73,0,0,0
1196,Salted Mint Lassi,Main dishes,0,0,20.461873611517,2.262961111156,0.34168472222900004,2.548631944495,0.061615277779,1.12,0,0,0
1197,Charred Corn Salad with Basil and Tomatoes,Main dishes,0,0,253.98822246378003,36.230604161500004,12.575525831540002,5.9137695824900005,1.7297191664200002,3.78,0,0,0
1198,Soba Salad,Main dishes,0,0,138.22680003047998,29.144933339759998,1.1337500002499998,5.2606000011599985,0.18140000004,1.63,0,0,0
1199,Garlic Herb Popcorn,Main dishes,0,0,261.2726,22.0741,18.65545,3.81455,11.21895,0.55,0,0,0
1200,Fennel Soup,Main dishes,0,0,208.32232,23.21214375,12.11300375,5.7096537499999975,7.5772974999999985,2.15,0,0,0
1201,Garden Variety Green Juice,Main dishes,1,0,245.82459000000003,57.42957000000001,1.95228,6.9956700000000005,0.2440350000000001,4.92,0,0,0
1202,Simple Herb Tossed Sweet Potato Recipe,Main dishes,0,0,214.97720496917998,45.36237582683,2.51108999964,3.789885832790002,0.3952641666100001,4.01,0,0,0
1203,Chicken Saut with Wilted Endive and Brussels Sprouts,Main dishes,0,0,460.4371,22.5872,27.4167,35.069599999999994,15.4544,0.44,0,0,0
1204,Bread and Tomato Soup,Main dishes,0,0,429.91765827915015,20.232974997450004,37.26570166197001,4.840044999390001,5.2103216660100005,1.07,0,0,0
1205,Sautéed Collards,Main dishes,0,0,43.39790000000001,4.3358,2.82625,0.79135,0.39899999999999997,3.06,0,0,0
1206,Savory Mushroom Soup,Main dishes,0,0,212.48155996998005,15.288479997840009,14.604273331270006,5.827553332510003,6.7712866657100035,2.55,0,0,0
1207,Shredded Brussels Sprouts with Chorizo and Paprika,Main dishes,0,0,251.6440666066801,9.578583331050002,19.324966662060003,12.123549997110002,6.068766665220001,1.78,0,0,0
1208,Zucchini Melon Salad,Main dishes,0,0,439.0621425,12.3133725,30.1089225,31.544047499999998,11.6819175,2.87,0,0,0
1209,5 Spice Pork Lettuce Cups,Main dishes,0,0,436.51224,6.348644999999999,36.1758375,22.248855,15.5856375,0.75,0,0,0
1210,Toast with Pureed Coconut Cottage Cheese,Main dishes,0,0,211.09039200000004,26.567838,3.6149940000000007,17.696106000000004,2.3363280000000004,9.5,0,0,0
1211,Radish Salad with Mint and Pistachios,Main dishes,0,0,104.88338999999999,9.2819925,7.063064999999999,2.82835125,0.937575,2.45,0,0,0
1212,"Toast with Peaches, Cottage Cheese, and Cashews",Main dishes,0,0,189.86877,23.76855,5.6141099999999975,12.32523,1.35513,4.2,0,0,0
1213,1500 Calorie Gainer,Main dishes,0,0,1412.6971199999994,62.57676000000001,91.18884,92.74596,33.28344000000001,1.86,0,0,0
1214,"Yogurt with Beets, Orange, Dill, and Honey",Main dishes,0,0,268.319,42.92100000000001,0.9035999999999998,22.9414,0.4016,7.76,0,0,0
1215,Sweet Salted Sesame Sticky Rice,Main dishes,0,0,384.01306335931,78.94122000533999,4.68128333365,5.962476667069999,0.4927666667,4.73,0,0,0
1216,Garlic and Chive Mashed Potatoes,Main dishes,0,0,544.0196999695501,98.44165999449,12.62530666596,12.089326665989995,7.741933332899999,0.89,0,0,0
1217,Figs with Prosciutto,Main dishes,0,0,537.4170799999998,82.43136,9.107000000000001,18.890520000000002,3.01832,13.59,0,0,0
1218,Gazpacho Green Beans,Main dishes,0,0,180.4808975,20.1570875,10.861505000000001,5.130895,1.532605,3.04,0,0,0
1219,Grilled Scallions Vinaigrette,Main dishes,0,0,115.98731625000002,8.685007500000001,8.205551250000001,3.6712650000000013,1.3698750000000002,2.14,0,0,0
1220,Rutabaga and Carrot Pure,Main dishes,0,0,138.041935,23.624465,4.7393275,2.50198,2.8147275,5.69,0,0,0
1221,Cottage Cheese with Banana,Main dishes,0,0,252.6075,29.2011,2.616,29.103,1.5696,5.66,0,0,0
1222,Pecans,Main dishes,1,0,195.8985,3.9293099999999996,20.403495000000003,2.599695,1.7520300000000002,3.97,0,0,0
1223,Red Bell Pepper and Hummus,Main dishes,0,0,138.985,15.97425,6.26335,6.0287,0.92055,2.77,0,0,0
1224,Carrots with hummus,Main dishes,0,0,174.5223,22.3989,7.4860000000000015,7.0722999999999985,1.1228999999999998,2.94,0,0,0
1225,White Rice,Main dishes,0,0,337.6158425,73.9627225,0.6233575,6.585907499999999,0.16261499999999998,0.04,0,0,0
1226,Popcorn with Brown Butter & Lemon,Main dishes,0,0,246.720936,19.033564,18.373586,3.304928,11.093676,0.69,0,0,0
1227,Red Cabbage Slaw with Lime and Onions,Main dishes,0,0,24.822685150695,6.123728446194,0.111921929826,1.03927506267,0.007994423559,2.86,0,0,0
1228,Rice Cake with Dried Apricot and Ricotta ,Main dishes,0,0,232.8592,38.19200000000001,5.532800000000001,9.576000000000002,3.136,15.82,0,0,0
1229,Chocolate Date Shake,Main dishes,1,0,376.19934,81.54035999999998,14.25204,18.26286,6.93132,5.99,0,0,0
1230,Fabulous Fried Cabbage,Main dishes,0,0,90.773166677,12.41542666808,4.21656000048,3.1917016670300002,2.48894166695,2.39,0,0,0
1231,One Pot Mushroom Rice,Main dishes,0,0,171.05907963634002,23.351876995860003,7.05068749875,5.03889133244,2.9142841661500003,1.43,0,0,0
1232,Mashed Cauliflower,Main dishes,0,0,128.36931500000003,6.4347375000000016,11.434602500000002,2.9141225000000004,9.792635,1.71,0,0,0
1233,Jeera (Cumin) Rice,Main dishes,0,0,463.36490875,74.18365,14.710995,6.6953887499999984,1.0687475,0.04,0,0,0
1234,Mixed Nuts Travel Snack,Main dishes,1,0,2292.980400000001,76.5969,201.4041,85.2771,16.6175,4.35,0,0,0
1235,Bacon-Wrapped Avocado,Main dishes,0,0,167.081266657645,15.303693332507,11.284853332724,2.660706666523,2.734786666519,19.48,0,0,0
1236,Avocado Yogurt Snack,Main dishes,0,0,227.6683198335,12.658931655999995,15.182164654999996,13.557031536999993,2.266633033,2.03,0,0,0
1237,Roasted Squash,Main dishes,0,0,121.4114,17.2546,3.267,7.3809999999999985,0.968,1.82,0,0,0
1238,Blueberry-Peach Salsa,Main dishes,0,0,72.855520836125,13.48370833385,2.470563333428,0.7133316666939999,0.330568333346,7.37,0,0,0
1239,Roasted Beet and Feta Gratin with Fresh Mint,Main dishes,0,0,276.09562250000005,18.132475000000003,20.794965000000005,6.311937500000001,13.128829999999999,5.7,0,0,0
1240,Braised Endive,Main dishes,0,0,170.16321000000005,25.9020975,6.785287499999999,6.5492775000000005,3.894165,1.68,0,0,0
1241,Yogurt Banana-Pineapple Smoothie,Main dishes,1,0,222.425875,49.0354375,0.8478749999999999,8.47875,0.1413125,2.63,0,0,0
1242,Vanilla Milkshake,Main dishes,0,0,298.40058,43.59891,12.04995,5.03907,7.44906,5.02,0,0,0
1243,Yogurt with Cucumber & Lox,Main dishes,0,0,240.96553335542004,10.03720000092,4.6185666670900005,38.94870000357,1.0910000001,2.26,0,0,0
1244,Mango Salsa,Main dishes,0,0,77.787995836585,9.561025833733,4.680835833529001,0.869184166703,0.661855833361,7.58,0,0,0
1245,Savory Broccoli Pancakes,Main dishes,0,0,153.2634,11.03106,8.834610000000003,8.492939999999999,5.5399350000000025,1.45,0,0,0
1246,Peanut Butter Cake with Chocolate-Peanut Butter Icing,Main dishes,0,0,680.597439375,82.7179425,36.2127065625,15.360104999999999,9.804657187500002,35.97,0,0,0
1247,Watermelon Arugula and Feta Salad,Main dishes,0,0,167.2468,13.3348,11.2996,5.0032,3.7948,4.92,0,0,0
1248,Banana-Lemon Tea Bread,Main dishes,1,0,323.8140032391,47.63857231947001,13.607747996039999,4.3641009987300015,8.155485330960001,21.33,0,0,0
1249,"Green Beans with Crisp Shallots, Chile, and Mint",Main dishes,0,0,418.8587430492,20.0548322298,37.8432839448,4.5591142914,2.5299131328000004,3.39,0,0,0
1250,Sautéed Mushrooms,Main dishes,0,0,90.69189749999998,4.7276025,6.173352499999999,3.6577474999999993,3.70112,1.75,0,0,0
1251,Zucchini Fritters,Main dishes,0,0,273.8398616966,17.351323085229996,20.91916983562,6.03789450066,1.86015941687,2.58,0,0,0
1252,Peachy Mint Shake,Main dishes,0,0,115.10813999999999,22.582875,2.1292425,2.9465275,1.1398975,8.42,0,0,0
1253,Meringues,Main dishes,0,0,28.0878,6.69786,0.007756000000000002,0.479764,0.0,60.33,0,0,0
1254,Rice Cakes with Banana & Almond Butter,Main dishes,0,0,222.957,33.4152,9.4626,5.1912,0.8316,10.42,0,0,0
1255,Peanut Butter and Peach Toast,Main dishes,0,0,194.0414,22.5624,9.1511,8.0087,1.4280000000000002,7.44,0,0,0
1256,Almond Crisp Crackers,Main dishes,1,0,1575.142044,40.221940000000004,133.57499599999997,59.29953999999999,9.888556,2.59,0,0,0
1257,Asparagus Soup,Main dishes,0,0,123.600915,11.34945,7.133940000000001,5.5396125000000005,4.4587125,2.37,0,0,0
1258,Spicy Garlic Broccoli,Main dishes,0,0,96.3158,10.9648,5.162000000000001,4.5568,0.6942,1.52,0,0,0
1259,5-Minute Healthy Strawberry Frozen Yogurt,Main dishes,1,0,120.207525,29.0108,0.6376,2.3113,0.298875,11.04,0,0,0
1260,Quick Black Beans and Rice,Main dishes,0,0,449.19771,85.34894875,6.19272875,14.807195000000002,0.79571375,1.78,0,0,0
1261,Sauteed Zucchini Ribbons,Main dishes,0,0,95.42012875,6.674890625,7.393725,2.42349875,1.088520625,2.39,0,0,0
1262,Garlic Rice,Main dishes,0,0,470.40295499999985,76.918575,14.160544999999995,7.15084,2.06998,0.04,0,0,0
1263,Cauliflower Steaks,Main dishes,0,0,120.269115,12.118075,7.493195,4.447,1.222925,1.87,0,0,0
1264,Roasted Cauliflower and Tahini,Main dishes,0,0,29.00245,2.12585,2.0923000000000003,1.14985,0.3172,1.74,0,0,0
1265,Cauliflower and Tahini,Main dishes,0,0,206.7604,9.316,17.303100000000004,8.0556,2.1372000000000004,1.49,0,0,0
1266,Persian Cucumber Yogurt,Main dishes,0,0,139.47155,13.522739999999999,0.9366399999999999,19.93287,0.23415999999999998,2.5,0,0,0
1267,Cottage Cheese with Cucumber and Tomato,Main dishes,0,0,196.6896,13.8672,2.6352,29.592,1.5552,2.44,0,0,0
1268,Peanut Butter Yogurt Honey Dip,Main dishes,1,0,85.55691777681098,6.356443034138,5.326122014348999,4.315937561722,0.8121748755339999,13.99,0,0,0
1269,Roasted Oriental Sweet Potatoes,Main dishes,0,0,218.72724,46.91793,2.40948,3.4134300000000004,0.37927,5.35,0,0,0
1270,1-Minute Quick Boiled Spinach,Main dishes,0,0,46.023054,1.214664,4.573822,0.534358,0.6332260000000001,0.6,0,0,0
1271,Garlic Balsamic Green Beans,Main dishes,0,0,80.55839999999998,11.36928,3.6816,2.65824,0.5491199999999999,3.5,0,0,0
1272,Ham and Cottage Cheese Salad,Main dishes,0,0,294.427848,24.431836,9.758892,30.868552,3.391388,4.03,0,0,0
1273,Frozen Yogurt Blueberries ,Main dishes,1,0,35.006352,7.0021119999999994,0.361888,1.329728,0.201984,14.88,0,0,0
1274,Lemon Pistachio Balls,Main dishes,0,0,283.68693334889997,29.802314668302003,15.885253334205,9.081626667165,4.410208000242,19.67,0,0,0
1275,Baked Sweet Potato Fries,Main dishes,0,0,134.3662425,26.7439725,2.37006,2.1815325,0.33665625,4.07,0,0,0
1276,Yellow Rice,Main dishes,0,0,238.09677000000002,39.19334,7.11095,3.65706,1.03432,0.28,0,0,0
1277,Granola,Main dishes,1,0,138.63150000000002,15.096375000000002,6.82101,4.209975,1.15101,20.0,0,0,0
1278,Keto Avocado Brownies,Main dishes,0,0,289.255764451168,22.246766389405998,23.451361389434,6.271542222368,8.193158055746,11.45,0,0,0
1279,Zesty Tomato Soup for One,Main dishes,0,0,33.7183,7.3051,0.39875,1.45145,0.0319,2.86,0,0,0
1280,Fried Rice,Main dishes,0,0,390.2464,55.2704,11.5712,15.5136,2.2016,0.28,0,0,0
1281,Cilantro Crab & Corn Stuffed Peppers,Main dishes,0,0,200.41973464086,17.706935997720002,8.646369332219999,14.96287866474,1.21670466651,2.15,0,0,0
1282,Cucumber & Hummus,Main dishes,0,0,117.7036,12.56145,6.0242,5.54425,0.91025,1.05,0,0,0
1283,Cottage Cheese with Apples & Cinnamon,Main dishes,0,0,211.68196,19.24959,2.4776700000000003,28.27085,1.4929549999999998,4.92,0,0,0
1284,Broccoli Nuggets,Main dishes,0,0,306.3370975,25.93866625,14.9049,18.382710000000003,7.01772375,1.66,0,0,0
1285,Sweet Potato and Carrot Tots,Main dishes,0,0,218.67782999999997,32.3834025,5.17938375,10.326089999999999,2.2547475,2.95,0,0,0
1286,Peanut Butter and Banana Shake,Main dishes,1,0,303.858,28.5322,19.0656,8.7053,3.31,3.19,0,0,0
1287,Spinach Sautee With Brown Butter & Garlic,Main dishes,0,0,140.77383000000003,6.112278000000001,12.197208000000002,4.58079,7.342938000000001,0.64,0,0,0
1288,Crispy Hash Browns,Main dishes,1,0,342.4000999999999,50.003975,14.232575,5.932674999999999,1.081325,0.59,0,0,0
1289,Coconut Oil Fat Bombs,Main dishes,0,0,97.19314282677,2.0091428565150005,10.661485710954,0.4045714284450001,9.144685711428002,6.25,0,0,0
1290,Easy Mushroom Rice,Main dishes,0,0,235.27872875,44.71891874999999,2.16819,9.4557175,0.6926162499999999,0.95,0,0,0
1291,Chinese Egg Drop Soup with Noodles,Main dishes,0,0,123.880485,10.7325675,5.190915,6.73416,1.1925075,0.5,0,0,0
1292,Baked Egg Custard with Gruyre and Chives,Main dishes,0,0,295.03756875000005,4.980890625000002,20.8690875,21.24054375,11.4138375,2.62,0,0,0
1293,Cherry Tomatoes with Feta,Main dishes,0,0,102.076875,7.02999,6.3376424999999985,5.3790074999999975,4.2783525,2.86,0,0,0
1294,Ham Pinwheels,Main dishes,0,0,121.5324,7.290000000000001,7.1118,7.678800000000002,3.5802,2.15,0,0,0
1295,Banana Bread,Main dishes,0,0,239.86861700000003,36.889358,9.735911,4.608975,2.177192,21.7,0,0,0
1296,Farmers Market Salad with Aged Gouda and Roasted Portabellas,Main dishes,0,0,250.30723125,5.6210812500000005,21.7434375,10.00198125,6.8934750000000005,1.63,0,0,0
1297,Boiled Kale,Main dishes,0,0,32.842800000000004,5.86913,0.6082000000000001,2.85854,0.06082000000000001,0.5,0,0,0
1298,Low Calorie Hummus,Main dishes,0,0,138.57588332840402,13.044199999536,7.927724999718001,5.425712499807,1.0495333332960002,0.11,0,0,0
1299,Healthy Chicken Lettuce Wraps,Main dishes,0,0,323.49615,4.1256249999999985,18.176325,34.443075,2.946875,1.07,0,0,0
1300,Yogurt with Almonds & Honey,Main dishes,0,0,258.67167353427004,17.81339800236,9.812465001299998,26.896218170229997,0.95608633346,5.53,0,0,0
1301,Spanish Green Beans with Bacon,Main dishes,0,0,244.33734090250005,10.3923246165,21.17141859575,5.06163383425,4.5907841752500005,2.34,0,0,0
1302,Apple Toast,Main dishes,1,0,129.82305,21.232575,3.989475,3.739575,2.05275,7.9,0,0,0
1303,Garlic Asparagus Soup,Main dishes,0,0,86.70764999999999,10.5845825,3.59329,4.2572675,0.546805,0.92,0,0,0
1304,Martha Stewart's Healthy Oatmeal Cookies ,Main dishes,0,0,71.57320800000002,13.782888,1.23984,1.738072,0.24108,28.16,0,0,0
1305,Broccoli Tofu Pitas,Main dishes,0,0,308.6875,24.2011,18.38655,14.52515,2.40215,1.93,0,0,0
1306,Roasted Carrots,Main dishes,0,0,112.413035,21.16274,3.159455,1.776025,0.44868,6.39,0,0,0
1307,Creamed Corn,Main dishes,0,0,262.2553125,29.970625,15.9728125,5.7521875,9.18375,4.23,0,0,0
1308,Pumpkin Pie Energy Bites,Main dishes,0,0,55.75206829061099,8.576325001439999,2.509369167088,0.633298073023,0.224334427121,31.56,0,0,0
1309,Strawberry Banana Greek Yogurt,Main dishes,1,0,140.7807,27.6966,2.2769999999999997,3.8088,0.31049999999999994,7.84,0,0,0
1310,Rice with Fennel and Golden Raisins,Main dishes,0,0,324.80288746035,53.546739160129995,10.6492749987,4.778520832750001,1.55643249981,3.91,0,0,0
1311,Lemon Olive-Oil Cake,Main dishes,0,0,371.1554,35.0552125,23.7689375,5.9607625,3.9067875,19.02,0,0,0
1312,Lemon Orzo Goat Cheese Salad,Main dishes,0,0,272.8273031952,30.237558302400004,12.4070125248,10.6838163408,5.2058663664,1.67,0,0,0
1313,Sweet and Spicy Bacon,Main dishes,0,0,109.08626625,2.61219625,9.540195,3.0480025,3.19327125,9.2,0,0,0
1314,Peaches & Almond Butter on Toast,Main dishes,0,0,198.0398,22.1221,10.0436,7.5208,0.8805999999999999,6.91,0,0,0
1315,Strawberry Coconut Daiquiri,Main dishes,0,0,130.12879999999998,12.64632,2.08481,0.48111000000000004,1.78698,4.02,0,0,0
1316,Rice Cake with Lox & Cream Cheese,Main dishes,0,0,194.5808,9.7836,8.506400000000001,18.6372,3.5712,1.47,0,0,0
1317,Gingerbread Men,Main dishes,0,0,113.89402286857799,18.246720001832003,3.938468571824,1.602137143018,2.379017143096,21.5,0,0,0
1318,Mango Pineapple Green Smoothie,Main dishes,1,0,109.04776082489,26.820669164590004,0.6888133332800002,2.4538974998099996,0.12915249999000006,3.91,0,0,0
1319,Gingerbread Christmas Tree Cookies,Main dishes,1,0,105.93752747366399,21.730516068102002,1.470233088986,1.6552738667759999,0.810815044498,35.17,0,0,0
1320,Peanut Butter-Chocolate No-Bake Cookies,Main dishes,0,0,84.83272001332799,12.019241668554999,4.003585000629,1.860701666959,1.449098333561,35.99,0,0,0
1321,Zucchini Chocolate Protein Powder Brownies,Main dishes,0,0,67.74107083009,8.194372082941001,1.803179583247,5.312069583079,0.842412083293,3.99,0,0,0
1322,Garbanzo Bean Soup,Main dishes,0,0,328.003325,55.43986500000001,6.3187475,16.3525375,0.7303075,0.38,0,0,0
1323,Cooked Okra,Main dishes,0,0,177.9468,13.13784,14.00136,3.22792,2.01488,2.58,0,0,0
1324,Low Fat Chocolate Chip Zucchini Bread,Main dishes,1,0,139.45993703125,23.641767187500005,4.370746875,2.622448125,2.4635118750000005,15.85,0,0,0
1325,Cranberry and Pumpkin Seed Spinach Salad,Main dishes,0,0,396.724608,25.986688,30.046464,11.808384,4.719232,8.32,0,0,0
1326,"Green Beans with Olive Oil, Balsamic, and Garlic",Main dishes,0,0,181.64475,13.56075,13.86,2.63025,1.93725,2.77,0,0,0
1327,Salt & Vinegar Popcorn,Main dishes,0,0,123.8226,24.8784,1.4454,4.1610000000000005,0.21899999999999997,0.06,0,0,0
1328,"Rice Cake with Cottage Cheese, Cucumber & Dill",Main dishes,0,0,118.22057559999998,18.1030007,1.140147,8.8298051,0.4940637,2.03,0,0,0
1329,DIY Nutella,Main dishes,1,0,111.69621875,6.5900234374999975,9.169890625,2.4889703125,0.6603390625000001,14.07,0,0,0
1330,Ranch Baby Carrots,Main dishes,0,0,105.257110441245,7.298201071093,8.488023325302,0.6932822583580001,3.0729267667760003,4.21,0,0,0
1331,Mango Strawberry Lassi,Main dishes,0,0,92.734,13.57225,0.64075,9.32,0.145625,3.98,0,0,0
